period,model,seed,horizon_h,origin_timestamp,target_timestamp,target_date,mae_across_nodes
2024-05,temporal_mlp,2027,2,2024-05-26 08:00:00,2024-05-26 09:00:00,2024-05-26,4.051082611083984
2024-05,temporal_mlp,2027,3,2024-05-26 08:00:00,2024-05-26 10:00:00,2024-05-26,4.241795539855957
2024-05,temporal_mlp,2027,6,2024-05-26 08:00:00,2024-05-26 13:00:00,2024-05-26,4.427783489227295
2024-05,temporal_mlp,2027,1,2024-05-26 09:00:00,2024-05-26 09:00:00,2024-05-26,3.741105079650879
2024-05,temporal_mlp,2027,2,2024-05-26 09:00:00,2024-05-26 10:00:00,2024-05-26,4.223579406738281
2024-05,temporal_mlp,2027,3,2024-05-26 09:00:00,2024-05-26 11:00:00,2024-05-26,3.5601937770843506
2024-05,temporal_mlp,2027,6,2024-05-26 09:00:00,2024-05-26 14:00:00,2024-05-26,3.254295587539673
2024-05,temporal_mlp,2027,1,2024-05-26 10:00:00,2024-05-26 10:00:00,2024-05-26,3.883272171020508
2024-05,temporal_mlp,2027,2,2024-05-26 10:00:00,2024-05-26 11:00:00,2024-05-26,3.5415420532226562
2024-05,temporal_mlp,2027,3,2024-05-26 10:00:00,2024-05-26 12:00:00,2024-05-26,4.154817581176758
2024-05,temporal_mlp,2027,6,2024-05-26 10:00:00,2024-05-26 15:00:00,2024-05-26,4.41050910949707
2024-05,temporal_mlp,2027,1,2024-05-26 11:00:00,2024-05-26 11:00:00,2024-05-26,3.330970048904419
2024-05,temporal_mlp,2027,2,2024-05-26 11:00:00,2024-05-26 12:00:00,2024-05-26,3.8211631774902344
2024-05,temporal_mlp,2027,3,2024-05-26 11:00:00,2024-05-26 13:00:00,2024-05-26,4.0911383628845215
2024-05,temporal_mlp,2027,6,2024-05-26 11:00:00,2024-05-26 16:00:00,2024-05-26,4.583075523376465
2024-05,temporal_mlp,2027,1,2024-05-26 12:00:00,2024-05-26 12:00:00,2024-05-26,3.751751184463501
2024-05,temporal_mlp,2027,2,2024-05-26 12:00:00,2024-05-26 13:00:00,2024-05-26,3.848468065261841
2024-05,temporal_mlp,2027,3,2024-05-26 12:00:00,2024-05-26 14:00:00,2024-05-26,2.9850571155548096
2024-05,temporal_mlp,2027,6,2024-05-26 12:00:00,2024-05-26 17:00:00,2024-05-26,4.599793910980225
2024-05,temporal_mlp,2027,1,2024-05-26 13:00:00,2024-05-26 13:00:00,2024-05-26,3.4994423389434814
2024-05,temporal_mlp,2027,2,2024-05-26 13:00:00,2024-05-26 14:00:00,2024-05-26,2.768826484680176
2024-05,temporal_mlp,2027,3,2024-05-26 13:00:00,2024-05-26 15:00:00,2024-05-26,4.064380645751953
2024-05,temporal_mlp,2027,6,2024-05-26 13:00:00,2024-05-26 18:00:00,2024-05-26,3.8632960319519043
2024-05,temporal_mlp,2027,1,2024-05-26 14:00:00,2024-05-26 14:00:00,2024-05-26,2.648622751235962
2024-05,temporal_mlp,2027,2,2024-05-26 14:00:00,2024-05-26 15:00:00,2024-05-26,3.439213991165161
2024-05,temporal_mlp,2027,3,2024-05-26 14:00:00,2024-05-26 16:00:00,2024-05-26,3.9886465072631836
2024-05,temporal_mlp,2027,6,2024-05-26 14:00:00,2024-05-26 19:00:00,2024-05-26,4.497018337249756
2024-05,temporal_mlp,2027,1,2024-05-26 15:00:00,2024-05-26 15:00:00,2024-05-26,3.3037333488464355
2024-05,temporal_mlp,2027,2,2024-05-26 15:00:00,2024-05-26 16:00:00,2024-05-26,3.929821252822876
2024-05,temporal_mlp,2027,3,2024-05-26 15:00:00,2024-05-26 17:00:00,2024-05-26,4.179368019104004
2024-05,temporal_mlp,2027,6,2024-05-26 15:00:00,2024-05-26 20:00:00,2024-05-26,3.367997884750366
2024-05,temporal_mlp,2027,1,2024-05-26 16:00:00,2024-05-26 16:00:00,2024-05-26,3.3847949504852295
2024-05,temporal_mlp,2027,2,2024-05-26 16:00:00,2024-05-26 17:00:00,2024-05-26,3.5750515460968018
2024-05,temporal_mlp,2027,3,2024-05-26 16:00:00,2024-05-26 18:00:00,2024-05-26,3.2639873027801514
2024-05,temporal_mlp,2027,6,2024-05-26 16:00:00,2024-05-26 21:00:00,2024-05-26,3.820686101913452
2024-05,temporal_mlp,2027,1,2024-05-26 17:00:00,2024-05-26 17:00:00,2024-05-26,3.059906482696533
2024-05,temporal_mlp,2027,2,2024-05-26 17:00:00,2024-05-26 18:00:00,2024-05-26,3.3225648403167725
2024-05,temporal_mlp,2027,3,2024-05-26 17:00:00,2024-05-26 19:00:00,2024-05-26,4.233221054077148
2024-05,temporal_mlp,2027,6,2024-05-26 17:00:00,2024-05-26 22:00:00,2024-05-26,3.6636128425598145
2024-05,temporal_mlp,2027,1,2024-05-26 18:00:00,2024-05-26 18:00:00,2024-05-26,3.378838062286377
2024-05,temporal_mlp,2027,2,2024-05-26 18:00:00,2024-05-26 19:00:00,2024-05-26,4.14643669128418
2024-05,temporal_mlp,2027,3,2024-05-26 18:00:00,2024-05-26 20:00:00,2024-05-26,3.7209043502807617
2024-05,temporal_mlp,2027,6,2024-05-26 18:00:00,2024-05-26 23:00:00,2024-05-26,4.252830505371094
2024-05,temporal_mlp,2027,1,2024-05-26 19:00:00,2024-05-26 19:00:00,2024-05-26,3.54420804977417
2024-05,temporal_mlp,2027,2,2024-05-26 19:00:00,2024-05-26 20:00:00,2024-05-26,3.468630790710449
2024-05,temporal_mlp,2027,3,2024-05-26 19:00:00,2024-05-26 21:00:00,2024-05-26,3.6490252017974854
2024-05,temporal_mlp,2027,6,2024-05-26 19:00:00,2024-05-28 00:00:00,2024-05-28,6.03096866607666
2024-05,temporal_mlp,2027,1,2024-05-26 20:00:00,2024-05-26 20:00:00,2024-05-26,3.1441078186035156
2024-05,temporal_mlp,2027,2,2024-05-26 20:00:00,2024-05-26 21:00:00,2024-05-26,3.393761157989502
2024-05,temporal_mlp,2027,3,2024-05-26 20:00:00,2024-05-26 22:00:00,2024-05-26,3.1184680461883545
2024-05,temporal_mlp,2027,6,2024-05-26 20:00:00,2024-05-28 01:00:00,2024-05-28,6.816959381103516
2024-05,temporal_mlp,2027,1,2024-05-26 21:00:00,2024-05-26 21:00:00,2024-05-26,3.323700428009033
2024-05,temporal_mlp,2027,2,2024-05-26 21:00:00,2024-05-26 22:00:00,2024-05-26,2.984727144241333
2024-05,temporal_mlp,2027,3,2024-05-26 21:00:00,2024-05-26 23:00:00,2024-05-26,4.232043743133545
2024-05,temporal_mlp,2027,6,2024-05-26 21:00:00,2024-05-28 02:00:00,2024-05-28,5.930434703826904
2024-05,temporal_mlp,2027,1,2024-05-26 22:00:00,2024-05-26 22:00:00,2024-05-26,2.9867091178894043
2024-05,temporal_mlp,2027,2,2024-05-26 22:00:00,2024-05-26 23:00:00,2024-05-26,3.993083953857422
2024-05,temporal_mlp,2027,3,2024-05-26 22:00:00,2024-05-28 00:00:00,2024-05-28,5.92121696472168
2024-05,temporal_mlp,2027,6,2024-05-26 22:00:00,2024-05-28 03:00:00,2024-05-28,5.666294097900391
2024-05,temporal_mlp,2027,1,2024-05-26 23:00:00,2024-05-26 23:00:00,2024-05-26,4.105895519256592
2024-05,temporal_mlp,2027,2,2024-05-26 23:00:00,2024-05-28 00:00:00,2024-05-28,6.007299423217773
2024-05,temporal_mlp,2027,3,2024-05-26 23:00:00,2024-05-28 01:00:00,2024-05-28,6.604409694671631
2024-05,temporal_mlp,2027,6,2024-05-26 23:00:00,2024-05-28 04:00:00,2024-05-28,6.527734756469727
2024-05,temporal_mlp,2027,1,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28,6.104626655578613
2024-05,temporal_mlp,2027,2,2024-05-28 00:00:00,2024-05-28 01:00:00,2024-05-28,6.656558513641357
2024-05,temporal_mlp,2027,3,2024-05-28 00:00:00,2024-05-28 02:00:00,2024-05-28,6.048745155334473
2024-05,temporal_mlp,2027,6,2024-05-28 00:00:00,2024-05-28 05:00:00,2024-05-28,5.809414863586426
2024-05,temporal_mlp,2027,1,2024-05-28 01:00:00,2024-05-28 01:00:00,2024-05-28,5.575258255004883
2024-05,temporal_mlp,2027,2,2024-05-28 01:00:00,2024-05-28 02:00:00,2024-05-28,5.294123649597168
2024-05,temporal_mlp,2027,3,2024-05-28 01:00:00,2024-05-28 03:00:00,2024-05-28,5.5865397453308105
2024-05,temporal_mlp,2027,6,2024-05-28 01:00:00,2024-05-28 06:00:00,2024-05-28,3.6160144805908203
2024-05,temporal_mlp,2027,1,2024-05-28 02:00:00,2024-05-28 02:00:00,2024-05-28,5.091833114624023
2024-05,temporal_mlp,2027,2,2024-05-28 02:00:00,2024-05-28 03:00:00,2024-05-28,5.59019660949707
2024-05,temporal_mlp,2027,3,2024-05-28 02:00:00,2024-05-28 04:00:00,2024-05-28,6.165886878967285
2024-05,temporal_mlp,2027,6,2024-05-28 02:00:00,2024-05-28 07:00:00,2024-05-28,6.8045783042907715
2024-05,temporal_mlp,2027,1,2024-05-28 03:00:00,2024-05-28 03:00:00,2024-05-28,6.057269096374512
2024-05,temporal_mlp,2027,2,2024-05-28 03:00:00,2024-05-28 04:00:00,2024-05-28,6.012812614440918
2024-05,temporal_mlp,2027,3,2024-05-28 03:00:00,2024-05-28 05:00:00,2024-05-28,5.955181121826172
2024-05,temporal_mlp,2027,6,2024-05-28 03:00:00,2024-05-28 08:00:00,2024-05-28,7.346277236938477
2024-05,temporal_mlp,2027,1,2024-05-28 04:00:00,2024-05-28 04:00:00,2024-05-28,6.730909824371338
2024-05,temporal_mlp,2027,2,2024-05-28 04:00:00,2024-05-28 05:00:00,2024-05-28,6.10639762878418
2024-05,temporal_mlp,2027,3,2024-05-28 04:00:00,2024-05-28 06:00:00,2024-05-28,3.732079029083252
2024-05,temporal_mlp,2027,6,2024-05-28 04:00:00,2024-05-28 09:00:00,2024-05-28,6.205248832702637
2024-05,temporal_mlp,2027,1,2024-05-28 05:00:00,2024-05-28 05:00:00,2024-05-28,5.800381660461426
2024-05,temporal_mlp,2027,2,2024-05-28 05:00:00,2024-05-28 06:00:00,2024-05-28,4.081068992614746
2024-05,temporal_mlp,2027,3,2024-05-28 05:00:00,2024-05-28 07:00:00,2024-05-28,6.973658561706543
2024-05,temporal_mlp,2027,6,2024-05-28 05:00:00,2024-05-28 10:00:00,2024-05-28,5.18872594833374
2024-05,temporal_mlp,2027,1,2024-05-28 06:00:00,2024-05-28 06:00:00,2024-05-28,3.9603729248046875
2024-05,temporal_mlp,2027,2,2024-05-28 06:00:00,2024-05-28 07:00:00,2024-05-28,6.788671493530273
2024-05,temporal_mlp,2027,3,2024-05-28 06:00:00,2024-05-28 08:00:00,2024-05-28,6.662761688232422
2024-05,temporal_mlp,2027,6,2024-05-28 06:00:00,2024-05-28 11:00:00,2024-05-28,4.622445106506348
2024-05,temporal_mlp,2027,1,2024-05-28 07:00:00,2024-05-28 07:00:00,2024-05-28,5.867051601409912
2024-05,temporal_mlp,2027,2,2024-05-28 07:00:00,2024-05-28 08:00:00,2024-05-28,6.7338643074035645
2024-05,temporal_mlp,2027,3,2024-05-28 07:00:00,2024-05-28 09:00:00,2024-05-28,5.585465908050537
2024-05,temporal_mlp,2027,6,2024-05-28 07:00:00,2024-05-28 12:00:00,2024-05-28,4.548877716064453
2024-05,temporal_mlp,2027,1,2024-05-28 08:00:00,2024-05-28 08:00:00,2024-05-28,5.393738746643066
2024-05,temporal_mlp,2027,2,2024-05-28 08:00:00,2024-05-28 09:00:00,2024-05-28,5.005955219268799
2024-05,temporal_mlp,2027,3,2024-05-28 08:00:00,2024-05-28 10:00:00,2024-05-28,4.015076637268066
2024-05,temporal_mlp,2027,6,2024-05-28 08:00:00,2024-05-28 13:00:00,2024-05-28,3.7664594650268555
2024-05,temporal_mlp,2027,1,2024-05-28 09:00:00,2024-05-28 09:00:00,2024-05-28,3.9574012756347656
2024-05,temporal_mlp,2027,2,2024-05-28 09:00:00,2024-05-28 10:00:00,2024-05-28,3.3967461585998535
2024-05,temporal_mlp,2027,3,2024-05-28 09:00:00,2024-05-28 11:00:00,2024-05-28,3.390066385269165
2024-05,temporal_mlp,2027,6,2024-05-28 09:00:00,2024-05-28 14:00:00,2024-05-28,4.06913948059082
2024-05,temporal_mlp,2027,1,2024-05-28 10:00:00,2024-05-28 10:00:00,2024-05-28,2.909641742706299
2024-05,temporal_mlp,2027,2,2024-05-28 10:00:00,2024-05-28 11:00:00,2024-05-28,3.4124088287353516
2024-05,temporal_mlp,2027,3,2024-05-28 10:00:00,2024-05-28 12:00:00,2024-05-28,3.6800661087036133
2024-05,temporal_mlp,2027,6,2024-05-28 10:00:00,2024-05-28 15:00:00,2024-05-28,3.0372705459594727
2024-05,temporal_mlp,2027,1,2024-05-28 11:00:00,2024-05-28 11:00:00,2024-05-28,3.24387788772583
2024-05,temporal_mlp,2027,2,2024-05-28 11:00:00,2024-05-28 12:00:00,2024-05-28,3.7500481605529785
2024-05,temporal_mlp,2027,3,2024-05-28 11:00:00,2024-05-28 13:00:00,2024-05-28,3.347228765487671
2024-05,temporal_mlp,2027,6,2024-05-28 11:00:00,2024-05-28 16:00:00,2024-05-28,3.4314966201782227
2024-05,temporal_mlp,2027,1,2024-05-28 12:00:00,2024-05-28 12:00:00,2024-05-28,3.372725009918213
2024-05,temporal_mlp,2027,2,2024-05-28 12:00:00,2024-05-28 13:00:00,2024-05-28,3.176968574523926
2024-05,temporal_mlp,2027,3,2024-05-28 12:00:00,2024-05-28 14:00:00,2024-05-28,3.595262050628662
2024-05,temporal_mlp,2027,6,2024-05-28 12:00:00,2024-05-28 17:00:00,2024-05-28,3.814432382583618
2024-05,temporal_mlp,2027,1,2024-05-28 13:00:00,2024-05-28 13:00:00,2024-05-28,2.6950206756591797
2024-05,temporal_mlp,2027,2,2024-05-28 13:00:00,2024-05-28 14:00:00,2024-05-28,3.1998682022094727
2024-05,temporal_mlp,2027,3,2024-05-28 13:00:00,2024-05-28 15:00:00,2024-05-28,2.5764803886413574
2024-05,temporal_mlp,2027,6,2024-05-28 13:00:00,2024-05-28 18:00:00,2024-05-28,4.358890533447266
2024-05,temporal_mlp,2027,1,2024-05-28 14:00:00,2024-05-28 14:00:00,2024-05-28,3.1364753246307373
2024-05,temporal_mlp,2027,2,2024-05-28 14:00:00,2024-05-28 15:00:00,2024-05-28,2.51312518119812
2024-05,temporal_mlp,2027,3,2024-05-28 14:00:00,2024-05-28 16:00:00,2024-05-28,3.0543172359466553
2024-05,temporal_mlp,2027,6,2024-05-28 14:00:00,2024-05-28 19:00:00,2024-05-28,3.948068141937256
2024-05,temporal_mlp,2027,1,2024-05-28 15:00:00,2024-05-28 15:00:00,2024-05-28,2.8517651557922363
2024-05,temporal_mlp,2027,2,2024-05-28 15:00:00,2024-05-28 16:00:00,2024-05-28,2.990579128265381
2024-05,temporal_mlp,2027,3,2024-05-28 15:00:00,2024-05-28 17:00:00,2024-05-28,3.2981159687042236
2024-05,temporal_mlp,2027,6,2024-05-28 15:00:00,2024-05-28 20:00:00,2024-05-28,4.113571643829346
2024-05,temporal_mlp,2027,1,2024-05-28 16:00:00,2024-05-28 16:00:00,2024-05-28,3.074395179748535
2024-05,temporal_mlp,2027,2,2024-05-28 16:00:00,2024-05-28 17:00:00,2024-05-28,3.3155784606933594
2024-05,temporal_mlp,2027,3,2024-05-28 16:00:00,2024-05-28 18:00:00,2024-05-28,3.979909896850586
2024-05,temporal_mlp,2027,6,2024-05-28 16:00:00,2024-05-28 21:00:00,2024-05-28,3.7075612545013428
2024-05,temporal_mlp,2027,1,2024-05-28 17:00:00,2024-05-28 17:00:00,2024-05-28,3.2171051502227783
2024-05,temporal_mlp,2027,2,2024-05-28 17:00:00,2024-05-28 18:00:00,2024-05-28,3.867526054382324
2024-05,temporal_mlp,2027,3,2024-05-28 17:00:00,2024-05-28 19:00:00,2024-05-28,4.03264045715332
2024-05,temporal_mlp,2027,6,2024-05-28 17:00:00,2024-05-28 22:00:00,2024-05-28,4.20081090927124
2024-05,temporal_mlp,2027,1,2024-05-28 18:00:00,2024-05-28 18:00:00,2024-05-28,3.6736435890197754
2024-05,temporal_mlp,2027,2,2024-05-28 18:00:00,2024-05-28 19:00:00,2024-05-28,3.791914463043213
2024-05,temporal_mlp,2027,3,2024-05-28 18:00:00,2024-05-28 20:00:00,2024-05-28,4.022229194641113
2024-05,temporal_mlp,2027,6,2024-05-28 18:00:00,2024-05-28 23:00:00,2024-05-28,3.9826529026031494
2024-05,temporal_mlp,2027,1,2024-05-28 19:00:00,2024-05-28 19:00:00,2024-05-28,3.7139317989349365
2024-05,temporal_mlp,2027,2,2024-05-28 19:00:00,2024-05-28 20:00:00,2024-05-28,3.9590706825256348
2024-05,temporal_mlp,2027,3,2024-05-28 19:00:00,2024-05-28 21:00:00,2024-05-28,4.057695388793945
2024-05,temporal_mlp,2027,6,2024-05-28 19:00:00,2024-05-30 00:00:00,2024-05-30,3.916888952255249
2024-05,temporal_mlp,2027,1,2024-05-28 20:00:00,2024-05-28 20:00:00,2024-05-28,3.520653247833252
2024-05,temporal_mlp,2027,2,2024-05-28 20:00:00,2024-05-28 21:00:00,2024-05-28,3.8280863761901855
2024-05,temporal_mlp,2027,3,2024-05-28 20:00:00,2024-05-28 22:00:00,2024-05-28,3.883749485015869
2024-05,temporal_mlp,2027,6,2024-05-28 20:00:00,2024-05-30 01:00:00,2024-05-30,5.124556541442871
2024-05,temporal_mlp,2027,1,2024-05-28 21:00:00,2024-05-28 21:00:00,2024-05-28,3.367325782775879
2024-05,temporal_mlp,2027,2,2024-05-28 21:00:00,2024-05-28 22:00:00,2024-05-28,3.8084568977355957
2024-05,temporal_mlp,2027,3,2024-05-28 21:00:00,2024-05-28 23:00:00,2024-05-28,3.4392104148864746
2024-05,temporal_mlp,2027,6,2024-05-28 21:00:00,2024-05-30 02:00:00,2024-05-30,5.9995269775390625
2024-05,temporal_mlp,2027,1,2024-05-28 22:00:00,2024-05-28 22:00:00,2024-05-28,3.673642635345459
2024-05,temporal_mlp,2027,2,2024-05-28 22:00:00,2024-05-28 23:00:00,2024-05-28,3.499467611312866
2024-05,temporal_mlp,2027,3,2024-05-28 22:00:00,2024-05-30 00:00:00,2024-05-30,3.461515188217163
2024-05,temporal_mlp,2027,6,2024-05-28 22:00:00,2024-05-30 03:00:00,2024-05-30,5.953191757202148
2024-05,temporal_mlp,2027,1,2024-05-28 23:00:00,2024-05-28 23:00:00,2024-05-28,3.6341323852539062
2024-05,temporal_mlp,2027,2,2024-05-28 23:00:00,2024-05-30 00:00:00,2024-05-30,3.504115343093872
2024-05,temporal_mlp,2027,3,2024-05-28 23:00:00,2024-05-30 01:00:00,2024-05-30,4.575477123260498
2024-05,temporal_mlp,2027,6,2024-05-28 23:00:00,2024-05-30 04:00:00,2024-05-30,4.815375328063965
2024-05,temporal_mlp,2027,1,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-05-30,3.7001779079437256
2024-05,temporal_mlp,2027,2,2024-05-30 00:00:00,2024-05-30 01:00:00,2024-05-30,4.644898414611816
2024-05,temporal_mlp,2027,3,2024-05-30 00:00:00,2024-05-30 02:00:00,2024-05-30,6.266780376434326
2024-05,temporal_mlp,2027,6,2024-05-30 00:00:00,2024-05-30 05:00:00,2024-05-30,3.680032730102539
2024-05,temporal_mlp,2027,1,2024-05-30 01:00:00,2024-05-30 01:00:00,2024-05-30,4.719932556152344
2024-05,temporal_mlp,2027,2,2024-05-30 01:00:00,2024-05-30 02:00:00,2024-05-30,5.7607951164245605
2024-05,temporal_mlp,2027,3,2024-05-30 01:00:00,2024-05-30 03:00:00,2024-05-30,6.22036075592041
2024-05,temporal_mlp,2027,6,2024-05-30 01:00:00,2024-05-30 06:00:00,2024-05-30,3.254915714263916
2024-05,temporal_mlp,2027,1,2024-05-30 02:00:00,2024-05-30 02:00:00,2024-05-30,5.343439102172852
2024-05,temporal_mlp,2027,2,2024-05-30 02:00:00,2024-05-30 03:00:00,2024-05-30,5.899836540222168
2024-05,temporal_mlp,2027,3,2024-05-30 02:00:00,2024-05-30 04:00:00,2024-05-30,4.768187046051025
2024-05,temporal_mlp,2027,6,2024-05-30 02:00:00,2024-05-30 07:00:00,2024-05-30,4.043259620666504
2024-05,temporal_mlp,2027,1,2024-05-30 03:00:00,2024-05-30 03:00:00,2024-05-30,6.45278787612915
2024-05,temporal_mlp,2027,2,2024-05-30 03:00:00,2024-05-30 04:00:00,2024-05-30,4.476413249969482
2024-05,temporal_mlp,2027,3,2024-05-30 03:00:00,2024-05-30 05:00:00,2024-05-30,3.731067180633545
2024-05,temporal_mlp,2027,6,2024-05-30 03:00:00,2024-05-30 08:00:00,2024-05-30,5.139815330505371
2024-05,temporal_mlp,2027,1,2024-05-30 04:00:00,2024-05-30 04:00:00,2024-05-30,4.232126235961914
2024-05,temporal_mlp,2027,2,2024-05-30 04:00:00,2024-05-30 05:00:00,2024-05-30,3.6415457725524902
2024-05,temporal_mlp,2027,3,2024-05-30 04:00:00,2024-05-30 06:00:00,2024-05-30,3.3854188919067383
2024-05,temporal_mlp,2027,6,2024-05-30 04:00:00,2024-05-30 09:00:00,2024-05-30,3.964482069015503
2024-05,temporal_mlp,2027,1,2024-05-30 05:00:00,2024-05-30 05:00:00,2024-05-30,3.4830093383789062
2024-05,temporal_mlp,2027,2,2024-05-30 05:00:00,2024-05-30 06:00:00,2024-05-30,3.3859145641326904
2024-05,temporal_mlp,2027,3,2024-05-30 05:00:00,2024-05-30 07:00:00,2024-05-30,3.5443315505981445
2024-05,temporal_mlp,2027,6,2024-05-30 05:00:00,2024-05-30 10:00:00,2024-05-30,3.711171865463257
2024-05,temporal_mlp,2027,1,2024-05-30 06:00:00,2024-05-30 06:00:00,2024-05-30,3.6507837772369385
2024-05,temporal_mlp,2027,2,2024-05-30 06:00:00,2024-05-30 07:00:00,2024-05-30,3.264678478240967
2024-05,temporal_mlp,2027,3,2024-05-30 06:00:00,2024-05-30 08:00:00,2024-05-30,4.344995498657227
2024-05,temporal_mlp,2027,6,2024-05-30 06:00:00,2024-05-30 11:00:00,2024-05-30,2.9985461235046387
2024-05,temporal_mlp,2027,1,2024-05-30 07:00:00,2024-05-30 07:00:00,2024-05-30,2.9989724159240723
2024-05,temporal_mlp,2027,2,2024-05-30 07:00:00,2024-05-30 08:00:00,2024-05-30,3.950270414352417
2024-05,temporal_mlp,2027,3,2024-05-30 07:00:00,2024-05-30 09:00:00,2024-05-30,3.9405336380004883
2024-05,temporal_mlp,2027,6,2024-05-30 07:00:00,2024-05-30 12:00:00,2024-05-30,2.4293923377990723
2024-05,temporal_mlp,2027,1,2024-05-30 08:00:00,2024-05-30 08:00:00,2024-05-30,3.743600368499756
2024-05,temporal_mlp,2027,2,2024-05-30 08:00:00,2024-05-30 09:00:00,2024-05-30,3.5142414569854736
2024-05,temporal_mlp,2027,3,2024-05-30 08:00:00,2024-05-30 10:00:00,2024-05-30,3.596212387084961
2024-05,temporal_mlp,2027,6,2024-05-30 08:00:00,2024-05-30 13:00:00,2024-05-30,2.426387310028076
2024-05,temporal_mlp,2027,1,2024-05-30 09:00:00,2024-05-30 09:00:00,2024-05-30,3.0430593490600586
2024-05,temporal_mlp,2027,2,2024-05-30 09:00:00,2024-05-30 10:00:00,2024-05-30,3.2312498092651367
2024-05,temporal_mlp,2027,3,2024-05-30 09:00:00,2024-05-30 11:00:00,2024-05-30,2.8118720054626465
2024-05,temporal_mlp,2027,6,2024-05-30 09:00:00,2024-05-30 14:00:00,2024-05-30,2.8513879776000977
2024-05,temporal_mlp,2027,1,2024-05-30 10:00:00,2024-05-30 10:00:00,2024-05-30,3.051353931427002
2024-05,temporal_mlp,2027,2,2024-05-30 10:00:00,2024-05-30 11:00:00,2024-05-30,2.8872504234313965
2024-05,temporal_mlp,2027,3,2024-05-30 10:00:00,2024-05-30 12:00:00,2024-05-30,2.313560962677002
2024-05,temporal_mlp,2027,6,2024-05-30 10:00:00,2024-05-30 15:00:00,2024-05-30,3.231639862060547
2024-05,temporal_mlp,2027,1,2024-05-30 11:00:00,2024-05-30 11:00:00,2024-05-30,2.6163861751556396
2024-05,temporal_mlp,2027,2,2024-05-30 11:00:00,2024-05-30 12:00:00,2024-05-30,2.197042226791382
2024-05,temporal_mlp,2027,3,2024-05-30 11:00:00,2024-05-30 13:00:00,2024-05-30,2.4326395988464355
2024-05,temporal_mlp,2027,6,2024-05-30 11:00:00,2024-05-30 16:00:00,2024-05-30,3.16117525100708
2024-05,temporal_mlp,2027,1,2024-05-30 12:00:00,2024-05-30 12:00:00,2024-05-30,2.4673242568969727
2024-05,temporal_mlp,2027,2,2024-05-30 12:00:00,2024-05-30 13:00:00,2024-05-30,2.589125633239746
2024-05,temporal_mlp,2027,3,2024-05-30 12:00:00,2024-05-30 14:00:00,2024-05-30,2.693124294281006
2024-05,temporal_mlp,2027,6,2024-05-30 12:00:00,2024-05-30 17:00:00,2024-05-30,3.775303363800049
2024-05,temporal_mlp,2027,1,2024-05-30 13:00:00,2024-05-30 13:00:00,2024-05-30,2.2787585258483887
2024-05,temporal_mlp,2027,2,2024-05-30 13:00:00,2024-05-30 14:00:00,2024-05-30,2.504969596862793
2024-05,temporal_mlp,2027,3,2024-05-30 13:00:00,2024-05-30 15:00:00,2024-05-30,3.1695690155029297
2024-05,temporal_mlp,2027,6,2024-05-30 13:00:00,2024-05-30 18:00:00,2024-05-30,5.034625053405762
2024-05,temporal_mlp,2027,1,2024-05-30 14:00:00,2024-05-30 14:00:00,2024-05-30,2.731621742248535
2024-05,temporal_mlp,2027,2,2024-05-30 14:00:00,2024-05-30 15:00:00,2024-05-30,3.1593000888824463
2024-05,temporal_mlp,2027,3,2024-05-30 14:00:00,2024-05-30 16:00:00,2024-05-30,3.092519760131836
2024-05,temporal_mlp,2027,6,2024-05-30 14:00:00,2024-05-30 19:00:00,2024-05-30,3.6845521926879883
2024-05,temporal_mlp,2027,1,2024-05-30 15:00:00,2024-05-30 15:00:00,2024-05-30,3.334336042404175
2024-05,temporal_mlp,2027,2,2024-05-30 15:00:00,2024-05-30 16:00:00,2024-05-30,2.9717299938201904
2024-05,temporal_mlp,2027,3,2024-05-30 15:00:00,2024-05-30 17:00:00,2024-05-30,3.1728367805480957
2024-05,temporal_mlp,2027,6,2024-05-30 15:00:00,2024-05-30 20:00:00,2024-05-30,3.5833218097686768
2024-05,temporal_mlp,2027,1,2024-05-30 16:00:00,2024-05-30 16:00:00,2024-05-30,2.9179294109344482
2024-05,temporal_mlp,2027,2,2024-05-30 16:00:00,2024-05-30 17:00:00,2024-05-30,2.941530466079712
2024-05,temporal_mlp,2027,3,2024-05-30 16:00:00,2024-05-30 18:00:00,2024-05-30,4.53891658782959
2024-05,temporal_mlp,2027,6,2024-05-30 16:00:00,2024-05-30 21:00:00,2024-05-30,3.748809814453125
2024-05,temporal_mlp,2027,1,2024-05-30 17:00:00,2024-05-30 17:00:00,2024-05-30,3.0865674018859863
2024-05,temporal_mlp,2027,2,2024-05-30 17:00:00,2024-05-30 18:00:00,2024-05-30,4.233053207397461
2024-05,temporal_mlp,2027,3,2024-05-30 17:00:00,2024-05-30 19:00:00,2024-05-30,3.526975154876709
2024-05,temporal_mlp,2027,6,2024-05-30 17:00:00,2024-05-30 22:00:00,2024-05-30,2.938206195831299
2024-05,temporal_mlp,2027,1,2024-05-30 18:00:00,2024-05-30 18:00:00,2024-05-30,3.950510263442993
2024-05,temporal_mlp,2027,2,2024-05-30 18:00:00,2024-05-30 19:00:00,2024-05-30,3.1015353202819824
2024-05,temporal_mlp,2027,3,2024-05-30 18:00:00,2024-05-30 20:00:00,2024-05-30,3.466435670852661
2024-05,temporal_mlp,2027,6,2024-05-30 18:00:00,2024-05-30 23:00:00,2024-05-30,2.9633142948150635
